iter	Passed	Remaining
1675	16283	3147
1676	16294	3138
1677	16305	3129
1678	16315	3119
1679	16325	3109
1680	16334	3099
1681	16343	3089
1682	16353	3080
1683	16364	3070
1684	16373	3060
1685	16381	3050
1686	16392	3041
1687	16403	3031
1688	16415	3022
1689	16425	3012
1690	16434	3003
1691	16443	2993
1692	16453	2983
1693	16462	2973
1694	16470	2963
1695	16477	2953
1696	16486	2943
1697	16496	2934
1698	16507	2924
1699	16515	2914
1700	16526	2905
1701	16538	2895
1702	16547	2885
1703	16562	2877
1704	16574	2867
1705	16588	2858
1706	16601	2849
1707	16617	2840
1708	16630	2831
1709	16641	2822
1710	16650	2812
1711	16659	2802
1712	16668	2792
1713	16677	2782
1714	16684	2772
1715	16693	2762
1716	16702	2752
1717	16717	2744
1718	16732	2735
1719	16748	2726
1720	16759	2716
1721	16770	2707
1722	16779	2697
1723	16789	2687
1724	16800	2678
1725	16809	2668
1726	16818	2658
1727	16829	2649
1728	16837	2639
1729	16847	2629
1730	16855	2619
1731	16864	2609
1732	16873	2599
1733	16884	2590
1734	16895	2580
1735	16905	2570
1736	16913	2560
1737	16922	2551
1738	16931	2541
1739	16940	2531
1740	16948	2521
1741	16957	2511
1742	16968	2501
1743	16977	2492
1744	16985	2482
1745	16994	2472
1746	17004	2462
1747	17013	2452
1748	17022	2442
1749	17032	2433
1750	17041	2423
1751	17052	2413
1752	17060	2403
1753	17068	2393
1754	17075	2383
1755	17087	2374
1756	17102	2365
1757	17115	2356
1758	17122	2345
1759	17132	2336
1760	17141	2326
1761	17148	2316
1762	17157	2306
1763	17165	2296
1764	17173	2286
1765	17179	2276
1766	17189	2266
1767	17198	2256
1768	17205	2246
1769	17215	2237
1770	17224	2227
1771	17233	2217
1772	17241	2207
1773	17248	2197
1774	17259	2187
1775	17267	2177
1776	17276	2168
1777	17285	2158
1778	17294	2148
1779	17303	2138
1780	17310	2128
1781	17321	2119
1782	17331	2109
1783	17340	2099
1784	17348	2089
1785	17358	2079
1786	17366	2070
1787	17375	2060
1788	17386	2050
1789	17396	2040
1790	17406	2031
1791	17414	2021
1792	17425	2011
1793	17435	2002
1794	17442	1992
1795	17452	1982
1796	17460	1972
1797	17469	1962
1798	17480	1953
1799	17489	1943
1800	17498	1933
1801	17507	1923
1802	17515	1913
1803	17526	1904
1804	17537	1894
1805	17546	1884
1806	17555	1875
1807	17563	1865
1808	17571	1855
1809	17580	1845
1810	17589	1835
1811	17598	1825
1812	17607	1816
1813	17616	1806
1814	17623	1796
1815	17635	1786
1816	17644	1777
1817	17652	1767
1818	17660	1757
1819	17669	1747
1820	17677	1737
1821	17686	1727
1822	17697	1718
1823	17710	1708
1824	17722	1699
1825	17730	1689
1826	17738	1679
1827	17746	1669
1828	17755	1660
1829	17764	1650
1830	17772	1640
1831	17781	1630
1832	17790	1620
1833	17798	1610
1834	17806	1601
1835	17815	1591
1836	17825	1581
1837	17834	1571
1838	17841	1561
1839	17852	1552
1840	17859	1542
1841	17867	1532
1842	17877	1522
1843	17886	1513
1844	17894	1503
1845	17905	1493
1846	17914	1483
1847	17925	1474
1848	17935	1464
1849	17943	1454
1850	17953	1445
1851	17961	1435
1852	17969	1425
1853	17980	1415
1854	17989	1406
1855	17997	1396
1856	18005	1386
1857	18016	1376
1858	18024	1367
1859	18033	1357
1860	18041	1347
1861	18051	1337
1862	18061	1328
1863	18071	1318
1864	18079	1308
1865	18088	1298
1866	18095	1289
1867	18105	1279
1868	18113	1269
1869	18121	1259
1870	18130	1250
1871	18138	1240
1872	18148	1230
1873	18157	1220
1874	18165	1211
1875	18174	1201
1876	18182	1191
1877	18190	1181
1878	18199	1171
1879	18207	1162
1880	18216	1152
1881	18225	1142
1882	18236	1133
1883	18246	1123
1884	18256	1113
1885	18265	1104
1886	18273	1094
1887	18282	1084
1888	18292	1074
1889	18302	1065
1890	18311	1055
1891	18318	1045
1892	18329	1036
1893	18337	1026
1894	18346	1016
1895	18356	1006
1896	18364	997
1897	18373	987
1898	18383	977
1899	18391	967
1900	18401	958
1901	18410	948
1902	18420	938
1903	18429	929
1904	18438	919
1905	18448	909
1906	18459	900
1907	18469	890
1908	18477	880
1909	18489	871
1910	18499	861
1911	18508	851
1912	18519	842
1913	18528	832
1914	18536	822
1915	18547	813
1916	18555	803
1917	18565	793
1918	18573	783
1919	18583	774
1920	18592	764
1921	18603	754
1922	18614	745
1923	18623	735
1924	18635	726
1925	18644	716
1926	18653	706
1927	18664	697
1928	18676	687
1929	18686	677
1930	18697	668
1931	18704	658
1932	18712	648
1933	18725	639
1934	18736	629
1935	18745	619
1936	18755	610
1937	18763	600
1938	18772	590
1939	18780	580
1940	18790	571
1941	18800	561
1942	18809	551
1943	18818	542
1944	18826	532
1945	18835	522
1946	18852	513
1947	18865	503
1948	18879	494
1949	18891	484
1950	18899	474
1951	18913	465
1952	18924	455
1953	18934	445
1954	18944	436
1955	18952	426
1956	18963	416
1957	18971	406
1958	18979	397
1959	18989	387
1960	19000	377
1961	19009	368
1962	19021	358
1963	19032	348
1964	19040	339
1965	19051	329
1966	19062	319
1967	19071	310
1968	19080	300
1969	19089	290
1970	19097	280
1971	19106	271
1972	19115	261
1973	19124	251
1974	19134	242
1975	19143	232
1976	19153	222
1977	19161	213
1978	19171	203
1979	19179	193
1980	19188	184
1981	19197	174
1982	19209	164
1983	19217	154
1984	19225	145
1985	19235	135
1986	19245	125
1987	19254	116
1988	19264	106
1989	19274	96
1990	19285	87
1991	19292	77
1992	19301	67
1993	19311	58
1994	19320	48
1995	19330	38
1996	19339	29
1997	19349	19
1998	19359	9
1999	19369	0
